"Date","Price","Open","High","Low","Vol.","Change %"
"05/09/2025","401.000","402.000","402.000","401.000","459.66K","-0.25%"
"05/08/2025","402.000","401.500","402.400","401.500","608.84K","0.12%"
"05/07/2025","401.500","401.200","403.200","401.000","670.84K","-0.07%"
"05/06/2025","401.800","401.100","402.100","401.100","616.75K","-0.02%"
"05/05/2025","401.900","402.400","402.500","401.100","506.22K","-0.15%"
"05/02/2025","402.500","402.700","402.700","401.800","594.66K","0.00%"
"05/01/2025","402.500","401.100","404.800","401.100","619.25K","0.37%"
"04/30/2025","401.000","402.500","405.000","401.000","478.55K","-0.37%"
"04/29/2025","402.500","403.000","403.000","402.200","828.89K","-0.07%"
"04/28/2025","402.800","401.700","403.000","401.200","568.13K","0.27%"
"04/25/2025","401.700","401.900","401.900","401.200","540.83K","-0.07%"
"04/24/2025","402.000","401.300","402.000","401.100","597.74K","0.25%"
"04/23/2025","401.000","401.100","401.200","401.000","405.94K","0.00%"
"04/22/2025","401.000","401.200","401.200","401.000","400.96K","-0.05%"
"04/21/2025","401.200","402.000","402.000","401.000","378.43K","-0.02%"
"04/18/2025","401.300","402.000","402.000","401.100","427.48K","0.02%"
"04/17/2025","401.200","401.100","402.000","401.000","491.16K","0.05%"
"04/16/2025","401.000","402.900","402.900","401.000","477.98K","-0.25%"
"04/15/2025","402.000","401.100","403.000","401.100","618.76K","0.02%"
"04/14/2025","401.900","401.700","401.900","401.000","694.55K","0.02%"
"04/11/2025","401.800","401.600","401.800","401.000","448.56K","0.02%"
"04/10/2025","401.700","401.500","405.000","401.000","639.44K","0.17%"
"04/09/2025","401.000","401.200","401.800","401.000","574.34K","-0.02%"
"04/08/2025","401.100","405.000","405.000","401.100","593.11K","0.02%"
"04/07/2025","401.000","401.400","403.000","401.000","406.72K","-1.69%"
"04/04/2025","407.900","404.900","411.000","404.200","568.55K","0.74%"
"04/03/2025","404.900","403.100","405.000","401.100","587.25K","0.35%"
"04/02/2025","403.500","402.000","406.200","401.000","444.64K","0.62%"
"03/28/2025","401.000","401.100","402.000","401.000","492.83K","-0.02%"
"03/27/2025","401.100","401.500","401.800","401.000","510.59K","-0.10%"
"03/26/2025","401.500","401.000","401.500","401.000","488.40K","0.12%"
"03/25/2025","401.000","401.100","401.100","401.000","684.63K","0.00%"
"03/24/2025","401.000","401.000","401.300","400.900","434.11K","0.00%"
"03/21/2025","401.000","401.600","401.700","401.000","740.67K","-0.12%"
"03/20/2025","401.500","401.600","401.600","401.500","583.82K","0.00%"
"03/19/2025","401.500","401.600","401.600","401.500","885.32K","-0.10%"
"03/18/2025","401.900","401.600","401.900","401.500","648.98K","0.07%"
"03/17/2025","401.600","401.500","401.600","401.500","441.30K","0.02%"
"03/14/2025","401.500","401.500","401.700","401.500","470.07K","0.00%"
"03/13/2025","401.500","404.000","404.000","401.500","654.34K","-0.62%"
"03/12/2025","404.000","401.700","404.000","401.500","815.57K","0.60%"
"03/11/2025","401.600","401.500","401.700","401.500","357.55K","0.02%"
"03/10/2025","401.500","401.600","401.700","401.500","339.68K","0.00%"
"03/07/2025","401.500","401.600","401.800","401.500","353.45K","-0.02%"
"03/06/2025","401.600","401.600","402.000","401.400","341.34K","0.02%"
"03/05/2025","401.500","401.600","401.700","401.500","345.72K","-0.05%"
"03/04/2025","401.700","401.500","401.700","401.500","349.20K","0.05%"
"03/03/2025","401.500","402.100","402.200","401.500","407.44K","-0.37%"
"02/28/2025","403.000","401.600","403.000","401.500","324.02K","0.37%"
"02/27/2025","401.500","401.600","401.600","401.500","406.29K","-0.02%"
"02/26/2025","401.600","401.600","401.700","401.500","421.52K","-0.02%"
"02/25/2025","401.700","401.600","401.700","401.500","369.28K","0.05%"
"02/24/2025","401.500","401.600","401.900","401.400","390.63K","0.00%"
"02/21/2025","401.500","401.700","402.200","401.500","415.87K","-0.02%"
"02/20/2025","401.600","401.700","403.000","401.500","410.58K","0.02%"
"02/19/2025","401.500","401.600","401.600","401.500","341.89K","-0.02%"
